226,289
227,292
230,288
228,285
227,291
229,287
226,291
229,288
226,287
227,286
230,287
228,289
226,287
226,288
229,287
224,288
227,291
227,289
225,291
226,291
228,291
230,285
229,291
229,285
227,286
227,291
227,291
226,288
226,291
228,291
225,287
228,289
228,288
228,288
228,289
230,284
226,288
224,289
228,285
229,291
228,289
226,285
225,290
227,287
226,290
229,289
229,289
225,286
227,285
225,289
229,293
227,289
227,287
230,291
228,291
227,290
230,289
226,289
227,289
226,286
230,288
231,290
228,292
227,290
226,288
226,286
228,287
230,289
229,289
228,291
227,292
227,288
226,289
229,288
229,289
228,292
229,291
228,289
228,291
226,288
226,290
226,289
228,288
229,289
229,288
225,288
223,292
227,290
228,288
231,288
228,287
226,289
229,287
225,290
225,283
229,285
225,293
224,289
227,288
227,290
229,286
227,289
227,289
229,288
227,290
230,290
225,292
229,287
227,292
225,286
227,289
226,285
230,287
230,285
227,283
227,287
227,287
226,285
230,288
228,288
227,289
227,288
228,282
230,292
228,290
226,290
227,287
228,289
228,286
226,283
226,290
227,291
228,284
225,290
226,290
223,286
230,290
227,291
230,289
227,288
225,288
233,290
229,287
227,286
229,288
230,290
229,287
229,291
227,289
225,289
227,289
229,288
229,288
230,287
227,290
229,290
229,289
227,290
229,289
228,290
229,289
224,287
228,293
229,291
227,288
225,291
226,289
229,290
228,288
226,292
226,290
227,286
225,290
227,290
226,289
225,290
228,288
227,290
229,289
226,291
225,291
228,289
227,291
224,289
226,288
226,288
227,292
229,287
227,287
228,289
228,287
225,290
226,288
227,289
225,290
228,292
229,292
230,289
228,288
226,285
231,289
226,289
229,292
227,291
229,291
229,289
227,291
229,290
230,289
224,288
227,288
228,288
228,293
229,292
227,289
224,287
227,288
228,287
225,291
223,288
229,288
229,290
227,290
228,285
227,288
228,287
225,293
227,288
227,290
229,286
228,288
227,286
229,291
228,286
226,290
228,291
226,290
230,293
228,293
229,287
231,290
228,290
225,288
227,288
229,289
227,291
228,289
230,288
229,292
229,291
227,290
228,285
224,287
228,286
229,288
227,288
225,289
230,286
228,287
227,289
226,289
227,291
228,288
226,290
227,291
231,291
227,292
225,292
224,291
225,290
229,289
228,289
225,289
226,288
228,292
228,290
226,287
228,289
230,290
228,292
230,288
226,291
225,289
227,288
226,284
225,291
225,287
226,285
229,290
227,291
227,290
227,290
227,290
227,288
227,287
229,287
230,291
229,291
227,293
228,282
224,289
229,290
227,290
228,291
226,287
225,291
229,290
225,283
228,286
229,288
227,290
228,291
228,289
228,290
226,289
231,290
227,278
224,281
225,287
226,291
227,290
226,289
227,285
231,290
227,288
228,293
229,290
229,287
229,290
227,288
228,291
229,292
230,287
226,291
228,290
224,282
228,289
226,288
231,290
226,287
230,288
228,289
226,287
226,286
227,288
229,290
229,289
227,287
225,288
231,290
229,287
226,285
228,288
227,289
228,289
228,290
225,292
225,289
227,289
229,290
225,291
229,291
231,288
231,290
226,292
227,287
227,289
227,292
225,287
226,289
230,290
227,286
228,291
226,285
228,287
228,287
229,285
228,287
230,279
227,285
226,292
231,288
226,291
229,291
226,291
226,288
228,286
229,287
230,289
225,289
227,290
226,289
230,286
226,288
227,291
227,289
229,285
226,289
227,289
229,288
229,286
227,291
227,289
228,290
229,287
229,291
230,287
228,291
228,291
229,290
227,288
226,289
228,289
228,291
228,289
229,291
229,291
230,289
231,289
229,290
228,288
223,288
227,290
226,288
228,292
228,288
226,288
227,287
229,294
227,292
230,289
227,290
225,289
226,289
228,286
225,289
228,293
224,285
229,290
227,287
225,292
229,291
229,287
227,292
230,285
228,290
228,290
228,288
230,290
229,283
229,290
226,290
229,288
229,286
226,287
233,288
229,290
226,287
227,281
231,288
230,286
227,292
229,292
229,285
226,284
228,288
227,290
229,292
228,291
228,288
230,291
227,291
231,289
227,291
227,291
228,292
230,289
229,290
229,288
225,288
228,289
226,289
228,289
227,292
224,290
229,289
228,289
227,287
226,288
227,290
229,289
228,290
228,287
229,292
229,287
229,292
230,288
227,286
229,285
224,287
226,291
230,289
228,287
225,291
227,287
226,288
229,291
229,289
226,291
228,289
231,289
229,287
230,288
229,291
227,287
224,291
229,290
227,292
227,288
229,291
231,292
225,285
226,288
223,287
227,289
227,288
225,290
228,285
229,288
224,289
229,293
233,288
228,292
227,288
228,290
229,288
226,289
227,290
228,291
225,282
226,293
226,289
228,289
229,291
226,292
228,288
228,291
227,288
226,288
230,290
229,287
223,291
227,290
226,287
227,288
227,291
229,287
229,288
226,288
229,292
228,283
228,287
231,290
229,287
230,290
227,289
225,284
226,288
232,289
228,292
226,290
226,286
229,289
225,287
228,288
227,284
226,288
229,292
227,290
230,289
227,289
228,288
226,289
228,291
229,289
228,285
231,289
227,286
228,287
228,289
227,290
224,291
228,291
228,292
228,296
230,290
227,290
230,290
228,289
228,289
232,287
229,290
232,289
231,290
227,288
228,288
228,290
228,288
227,288
226,291
231,293
227,289
229,293
226,288
227,290
227,288
228,289
227,291
227,291
229,293
223,290
228,287
227,287
226,291
226,289
226,288
228,292
230,289
228,287
227,293
229,292
229,289
227,290
228,289
228,287
226,288
227,290
225,290
228,288
230,291
228,290
226,291
228,286
229,290
227,288
226,290
226,288
227,288
230,288
230,288
229,289
228,290
226,289
228,292
229,292
231,290
225,287
227,290
227,290
229,287
227,289
224,287
225,293
228,290
225,287
228,286
229,286
228,291
225,291
229,290
227,289
230,292
226,291
227,290
226,288
230,289
226,289
229,290
228,290
229,289
227,286
229,284
226,293
226,289
228,290
226,290
226,293
227,288
223,292
226,287
228,287
226,285
230,287
228,288
224,285
228,290
229,286
228,291
230,290
227,288
229,287
225,288
228,290
226,288
230,288
227,288
230,287
227,289
228,288
228,288
229,287
223,289
226,291
229,287
225,283
227,294
228,289
228,290
226,288
225,290
226,293
226,290
227,287
230,288
227,289
226,289
226,289
225,288
229,288
228,287
230,288
228,288
230,292
226,286
226,287
228,291
227,289
227,290
229,292
228,286
227,292
226,290
228,290
226,287
226,290
228,286
226,288
227,289
229,290
227,290
229,288
229,290
231,288
227,288
228,287
224,290
229,291
228,291
226,288
229,289
226,290
230,280
226,285
226,291
231,287
226,292
228,291
225,291
230,287
228,291
228,289
228,291
226,290
227,288
224,288
228,288
226,292
223,286
228,290
227,283
228,286
226,291
227,289
226,290
232,292
228,294
226,293
228,290
227,284
230,288
228,287
225,287
229,289
225,286
222,286
229,289
228,290
225,282
227,290
227,290
224,289
228,289
227,283
224,284
229,293
226,288
229,295
228,288
229,290
225,290
226,286
228,287
227,287
226,287
227,289
228,289
227,290
230,289
229,286
229,288
227,289
228,287
226,290
228,288
225,288
226,288
228,288
226,290
226,287
230,286
231,289
230,288
226,291
230,290
228,289
229,288
230,291
228,287
229,289
227,288
229,289
224,286
227,286
224,291
226,289
227,290
227,289
229,290
226,291
228,285
226,291
230,289
228,288
228,288
228,287
228,290
227,286
229,288
227,287
226,285
226,289
225,285
224,287
226,288
226,287
230,285
228,289
226,289
228,291
225,289
227,290
229,288
227,286
228,289
229,288
230,290
231,290
226,290
227,289
224,288
225,291
227,287
232,291
226,286
224,289
228,293
230,290
227,291
228,289
227,288
228,287
227,292
230,287
227,292
227,289
227,292
224,286
228,290
225,288
231,288
230,288
228,291
226,286
228,288
226,288
227,287
229,289
227,292
227,289
228,294
228,291
228,286
227,288
228,286
225,291
226,290
230,287
227,284
229,290
228,288
228,288
224,290
229,287
229,289
227,287
226,292
226,287
225,290
229,288
226,289
222,291
225,289
225,287
